"BOM Report: LOOD-17747-001, Last Modified: 2025-02-14-07-12-34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOM Usage Attributes,,,,,,,,,,,,,,,,,,,Naming,,,,,,,,,,,,,,Part Attributes,,,,,,,,,,,,,,,,,,,,CAD Physical Attributes,,,,Physical Attributes,,,,,,CS Attributes,,System Attributes,,,
Level,Number,Type,Assembly Mode,L-Nr.,QTY,Unit,Version,Name,State,Service Level,"Food
Contact ",Delivery Item,"Lifetime 
Quantity",Lifetime Unit,"SPC 
Termination","Initial Spare 
Part Indic.","Operating
Element","BOM
Class 1",Name EN-US,Description EN-US,Name DE-DE,Description DE-DE,Name ZH-CHS,Description ZH-CHS,Name ES-ES,Description ES-ES,Name PT-BR,Description PT-BR,Name CS-CZ,Description CS-CZ,Name VI-VN,Description VI-VN,Partner,Source,Comparable,Configuration Type,Default Unit,"Reuse Not 
Allowed","Old Part 
Number",Machine Type,Basic Material,"Basic Material
Description",Supersede,Superseded By,"Material 
Group","No Logistic 
Relevance","Dangerous
Good Indic.",ClassNode,Legacy ID,Electrical Relevant,Doc Classification,Stackability,Delta X [mm],Delta Y [mm],Delta Z [mm],Mass [kg],Length [mm],Width [mm],Height [mm],Netto Weight,Weight Unit,Weight Code,Service Life in Months:,SPC Termination Part:,Design Office,Division,Modified by,Last Modified
3,LOMS-10226-001,Part,Separable,34,1,each,02.2 ,interface cable for sensor amplifier,Released,,,,,,,,,,interface cable for sensor amplifier,interface cable for sensor amplifier,Schnittstellenkabel für Sensorverst?rker,Schnittstellenkabel für Sensorverst?rker,接口电缆   传感器信号放大器,接口电缆   传感器信号放大器,cable de interfaz para amplificador de,"cable de interfaz para amplificador de
 sensor",cabo de interface para amplificador,"cabo de interface para amplificador
 para sensores",propojovací kabel pro rozhraní pro,"propojovací kabel pro rozhraní pro
 zesilova? senzoru",,,BLOA,Buy,,,each,,16 90 00 105,,,,,,27060000,false,,,,,,,,,,,800,25,25,0.1,kg,Specified,,,M69 M2M LO BLOL,OP Optics (B8),"Weber, Patrick",2023-01-26 09:09:54
4,LONT-82616-001,Standard Part,Separable,1,3,each,00.2 ,insulation displacement connector 0918,Released,,,,,,,,,,insulation displacement connector 0918,"insulation displacement connector 0918
 526 6813
manufacturer Harting
order no. 1106731
number of pins 26
contact material brass
double-row",Schneidklemme 0918 526 6813,"Schneidklemme 0918 526 6813
Hersteller Harting
Bestell-Nr. 1106731
Anzahl Pole 26
Kontakt Material Messing
2-reihig",绝缘位移连接器 0918 526 6813,"绝缘位移连接器 0918 526 6813
制造商 Harting
订单号 1106731
针数 26
触点 材料 黄铜
双列的",conector de desplazamiento de,"conector de desplazamiento de
 aislamiento 0918 526 6813
fabricante Harting
n.? de pedido 1106731
cantidad de polos 26
contacto material latón
de dos hileras",conector de deslocamento de isolamento,"conector de deslocamento de isolamento
 0918 526 6813
fabricante Harting
n.° de encomenda 1106731
número de pinos 26
contato material lat?o
de fila dupla",konektor IDC 0918 526 6813,"konektor IDC 0918 526 6813
v?robce Harting
obj. ?. 1106731
po?et pól? 26
kontakt materiál mosaz
dvou?ad?",m?i n?i tr??t c?t cách ?i?n 0918 526,"m?i n?i tr??t c?t cách ?i?n 0918 526
 6813
nhà s?n xu?t Harting
??n hàng s? 1106731
s? ch?u 26
v?t ti?p ?i?n v?t li?u ??ng thau
hai d?y",BLOA,Buy,,,each,false,18 90 00 078,,,,,,27260701,false,Dangerous Good No / Hazardous Good No,K01128,,,,,,,,0.004,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Altintepe, Muhammed",2023-03-24 12:49:48
4,LONT-81974-001,Standard Part,Separable,2,0.80,meters,00.2 ,flat cable 26 core gray,Released,,,,,,,,,,flat cable 26 core gray,"flat cable 26 core gray
FBK28-26G
manufacturer Klasing
art. no. 05A87226",Flachkabel 26 Ader grau,"Flachkabel 26 Ader grau
FBK28-26G
Hersteller Klasing
Art.-Nr. 05A87226",扁平电缆 26 铁芯 灰色,"扁平电缆 26 铁芯 灰色
FBK28-26G
制造商 Klasing
产品编号 05A87226",cable plano 26 conductor gris,"cable plano 26 conductor gris
FBK28-26G
fabricante Klasing
n.? art. 05A87226",cabo plano 26 fio condutor cinza,"cabo plano 26 fio condutor cinza
FBK28-26G
fabricante Klasing
número do artigo 05A87226",ploch? kabel 26 vodi? ?ed?,"ploch? kabel 26 vodi? ?ed?
FBK28-26G
v?robce Klasing
?. polo?ky 05A87226",cáp d?p 26 l?i xám,"cáp d?p 26 l?i xám
FBK28-26G
nhà s?n xu?t Klasing
m? s? s?n ph?m 05A87226",BLOA,Buy,,,meters,false,15 90 00 008,,,,,,27060000,false,Dangerous Good No / Hazardous Good No,K00693,,,,,,,,,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Altintepe, Muhammed",2023-03-24 12:57:37
3,LOMS-10223-001,Part,Separable,35,1,each,02.2 ,cable for monochromator DC,Released,,,,,,,,,,cable for monochromator DC,cable for monochromator DC,Kabel für Monochromator DC,Kabel für Monochromator DC,电缆   单色仪 DC,电缆   单色仪 DC,cable para monocromador DC,cable para monocromador DC,cabo para monocromador DC,cabo para monocromador DC,kabel pro monochromátor DC,kabel pro monochromátor DC,cáp ?? máy ??n s?c DC,cáp ?? máy ??n s?c DC,BLOA,Buy,,,each,,16 90 00 102,,,,,,27060000,false,,,,,,,,,,,90,10,10,0.1,kg,Specified,,,M69 M2M LO BLOL,OP Optics (B8),"Weber, Patrick",2023-01-26 08:57:05
4,LONT-84208-001,Source Material,Separable,1,1,meters,00.2 ,heat-shrinkable sleeve 3:1 6  mm,Released,,,,,,,,,,heat-shrinkable sleeve 3:1 6  mm,"heat-shrinkable sleeve 3:1 6  mm
WBOX60SW
packed unit 10 m",Schrumpfschlauch 3:1 6  mm,"Schrumpfschlauch 3:1 6  mm
WBOX60SW
Verpackungseinheit 10 m",热缩管 3:1 6  mm,"热缩管 3:1 6  mm
WBOX60SW
袋装 10 m",tubo flexible de contracción 3:1 6  mm,"tubo flexible de contracción 3:1 6  mm
WBOX60SW
unidad de embalaje 10 m",mangueira termorretrátil 3:1 6  mm,"mangueira termorretrátil 3:1 6  mm
WBOX60SW
unidade de embalagem 10 m",smr??ovací hadice 3:1 6  mm,"smr??ovací hadice 3:1 6  mm
WBOX60SW
obalová jednotka 10 m",?ng b?c co ngót 3:1 6  mm,"?ng b?c co ngót 3:1 6  mm
WBOX60SW
??n v? bao gói 10 m",BLOA,Buy,,,meters,false,25 90 00 001,,,,,,37110200,false,Dangerous Good No / Hazardous Good No,K00916,,,,,,,,,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Altintepe, Muhammed",2023-03-24 01:18:07
4,LONT-82417-001,Standard Part,Separable,2,1,each,00.3 ,compression lug ring cable lug M4 blue,Released,,,,,,,,,,compression lug ring cable lug M4 blue,"compression lug ring cable lug M4 blue
supplier RS Components
order no. 534-581
insulated PVC",Presskabelschuh Ringkabelschuh M4 blau,"Presskabelschuh Ringkabelschuh M4 blau
Lieferant RS Components
Bestell-Nr. 534-581
isoliert PVC",压缩接线头 有眼电缆接线头 M4 蓝色,"压缩接线头 有眼电缆接线头 M4 蓝色
供应商 RS Components
订单号 534-581
绝缘的 聚乙烯",terminal a presión terminal de cable,"terminal a presión terminal de cable
 anular M4 azul
proveedor RS Components
n.? de pedido 534-581
aislado PVC",terminal de cabo a compress?o terminal,"terminal de cabo a compress?o terminal
 olhal M4 azul
fornecedor RS Components
n.° de encomenda 534-581
isolado PVC",lisovací kabelové oko kabelové oko M4,"lisovací kabelové oko kabelové oko M4
 modr?
dodavatel RS Components
obj. ?. 534-581
izolovan? PVC",ch?t ngàm nén khí v?u cáp có khoen M4,"ch?t ngàm nén khí v?u cáp có khoen M4
 xanh
nhà cung ?ng RS Components
??n hàng s? 534-581
???c cách li nh?a PVC",BLOA,Buy,,,each,false,18 00 84 241,,,,,,27141145,false,Dangerous Good No / Hazardous Good No,K01110,,,,,,,,,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Altintepe, Muhammed",2023-03-24 01:07:50
4,LONT-82611-001,Standard Part,Separable,3,1,each,00.6 ,PCB connector,Released,,,,,,,,,,PCB connector,"PCB connector
type MCVR 1,5/ 2-ST-3,81
manufacturer Phoenix Contact
art. no. 1827127
packed unit 250 pc.
nominal voltage 160 V
nominal current 8 A
2-pin
single-row
insulation material PA",Leiterplattenverbinder,"Leiterplattenverbinder
Typ MCVR 1,5/ 2-ST-3,81
Hersteller Phoenix Contact
Art.-Nr. 1827127
Verpackungseinheit 250 Stk.
Nennspannung 160 V
Nennstrom 8 A
2-polig
1-reihig
D?mmstoff PA",印刷版电路连接器,"印刷版电路连接器
型号 MCVR 1,5/ 2-ST-3,81
制造商 Phoenix Contact
产品编号 1827127
袋装 250 件
标称电压 160 伏
标称电流 8 A
2针的
单列的
绝缘材料 聚酰胺",conector para placas de circuito impreso,"conector para placas de circuito impreso
tipo MCVR 1,5/ 2-ST-3,81
fabricante Phoenix Contact
n.? art. 1827127
unidad de embalaje 250 pieza
tensión nominal 160 V
corriente nominal 8 A
de 2 espigas
de una hilera
material aislante PA",conector PCB,"conector PCB
tipo MCVR 1,5/ 2-ST-3,81
fabricante Phoenix Contact
número do artigo 1827127
unidade de embalagem 250 pe?a
tens?o nominal 160 V
corrente nominal 8 A
de 2 pinos
fila única
material de isolamento PA",konektor desky s plo?n?mi spoji,"konektor desky s plo?n?mi spoji
typ MCVR 1,5/ 2-ST-3,81
v?robce Phoenix Contact
?. polo?ky 1827127
obalová jednotka 250 kus
jmenovité napětí 160 V
jmenovit? proud 8 A
2pólov?
jedno?ad?
izola?ní materiál PA",??u n?i PCB,"??u n?i PCB
lo?i MCVR 1,5/ 2-ST-3,81
nhà s?n xu?t Phoenix Contact
m? s? s?n ph?m 1827127
??n v? bao gói 250 mi?ng
?i?n áp danh ngh?a 160 V
dòng ?i?n danh ngh?a 8 A
2 ch?n
m?t hàng
v?t li?u cách ly nh?a polyamide",BLOA,Buy,,,each,false,18 90 00 073,,,,,,27143400,false,Dangerous Good No / Hazardous Good No,K01128,,,,,,,,0.001,10.4,8.41,19.1,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Neumar, Ralf",2025-02-20 06:15:04
4,LONT-81930-001,Standard Part,Separable,4,0.85,meters,00.2 ,stranded conductor 1.0 mm2 insulated,Released,,,,,,,,,,stranded conductor 1.0 mm2 insulated,"stranded conductor 1.0 mm2 insulated
 green and yellow
supplier Farnell
order no. 709-256
tinned PVC",Litze 1.0 mm2 isoliert Grün-Gelb,"Litze 1.0 mm2 isoliert Grün-Gelb
Lieferant Farnell
Bestell-Nr. 709-256
verzinnt PVC",分支 1.0 mm2 绝缘的 绿黄双色涂层,"分支 1.0 mm2 绝缘的 绿黄双色涂层
供应商 Farnell
订单号 709-256
镀锡 聚乙烯",cordón 1.0 mm2 aislado verde y amarillo,"cordón 1.0 mm2 aislado verde y amarillo
proveedor Farnell
n.? de pedido 709-256
esta?ado PVC",condutor encordoado 1.0 mm2 isolado,"condutor encordoado 1.0 mm2 isolado
 verde e amarelo
fornecedor Farnell
n.° de encomenda 709-256
estanhado PVC",lankov? vodi? 1.0 mm2 izolovan?,"lankov? vodi? 1.0 mm2 izolovan?
 ?lutozelen?
dodavatel Farnell
obj. ?. 709-256
pocínovan? PVC",d?y d?n b?n 1.0 mm2 ???c cách li màu,"d?y d?n b?n 1.0 mm2 ???c cách li màu
 xanh lá c?y và màu vàng
nhà cung ?ng Farnell
??n hàng s? 709-256
???c tráng thi?c nh?a PVC",BLOA,Buy,,,meters,false,15 80 00 018,,,,,,27060000,false,Dangerous Good No / Hazardous Good No,K00692,,,,,,,,,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Altintepe, Muhammed",2023-03-24 09:22:29
4,LONT-81916-001,Standard Part,Separable,5,0.70,meters,00.3 ,stranded conductor 0.75 mm2 insulated,Released,,,,,,,,,,stranded conductor 0.75 mm2 insulated,"stranded conductor 0.75 mm2 insulated
 red
supplier Farnell
order no. 1172968
tinned
PVC",Litze 0.75 mm2 isoliert rot,"Litze 0.75 mm2 isoliert rot
Lieferant Farnell
Bestell-Nr. 1172968
verzinnt
PVC",分支 0.75 mm2 绝缘的 红色,"分支 0.75 mm2 绝缘的 红色
供应商 Farnell
订单号 1172968
镀锡
聚乙烯",cordón 0.75 mm2 aislado rojo,"cordón 0.75 mm2 aislado rojo
proveedor Farnell
n.? de pedido 1172968
esta?ado
PVC",condutor encordoado 0.75 mm2 isolado,"condutor encordoado 0.75 mm2 isolado
 vermelho
fornecedor Farnell
n.° de encomenda 1172968
estanhado
PVC",lankov? vodi? 0.75 mm2 izolovan? ?erven?,"lankov? vodi? 0.75 mm2 izolovan? ?erven?
dodavatel Farnell
obj. ?. 1172968
pocínovan?
PVC",d?y d?n b?n 0.75 mm2 ???c cách li ??,"d?y d?n b?n 0.75 mm2 ???c cách li ??
nhà cung ?ng Farnell
??n hàng s? 1172968
???c tráng thi?c
nh?a PVC",BLOA,Buy,,,meters,false,15 80 00 004,,,,,,27060000,false,Dangerous Good No / Hazardous Good No,K00692,,,,,,,,,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Altintepe, Muhammed",2023-03-24 09:13:52
4,LONT-81914-001,Standard Part,Separable,6,0.70,meters,00.2 ,stranded conductor 0.75 mm2 insulated,Released,,,,,,,,,,stranded conductor 0.75 mm2 insulated,"stranded conductor 0.75 mm2 insulated
 black
supplier Farnell
order no. 117-2965
tinned
PVC",Litze 0.75 mm2 isoliert schwarz,"Litze 0.75 mm2 isoliert schwarz
Lieferant Farnell
Bestell-Nr. 117-2965
verzinnt
PVC",分支 0.75 mm2 绝缘的 黑色,"分支 0.75 mm2 绝缘的 黑色
供应商 Farnell
订单号 117-2965
镀锡
聚乙烯",cordón 0.75 mm2 aislado negro,"cordón 0.75 mm2 aislado negro
proveedor Farnell
n.? de pedido 117-2965
esta?ado
PVC",condutor encordoado 0.75 mm2 isolado,"condutor encordoado 0.75 mm2 isolado
 preto
fornecedor Farnell
n.° de encomenda 117-2965
estanhado
PVC",lankov? vodi? 0.75 mm2 izolovan? ?ern?,"lankov? vodi? 0.75 mm2 izolovan? ?ern?
dodavatel Farnell
obj. ?. 117-2965
pocínovan?
PVC",d?y d?n b?n 0.75 mm2 ???c cách li màu,"d?y d?n b?n 0.75 mm2 ???c cách li màu
 ?en
nhà cung ?ng Farnell
??n hàng s? 117-2965
???c tráng thi?c
nh?a PVC",BLOA,Buy,,,meters,false,15 80 00 002,,,,,,27060000,false,Dangerous Good No / Hazardous Good No,K00692,,,,,,,,,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Altintepe, Muhammed",2023-03-24 08:58:38
3,LOST-80268-001,Standard Part,Separable,36,1,each,00.2 ,identification plate for conductor,Released,,,,,,,,,,identification plate for conductor,"identification plate for conductor
manufacturer Labelident
art. no. 595K12
packed unit 1000 label
white",Kennzeichnungsschild für Leiter,"Kennzeichnungsschild für Leiter
Hersteller Labelident
Art.-Nr. 595K12
Verpackungseinheit 1000 Etikett
weiss",标识牌   导体,"标识牌   导体
制造商 Labelident
产品编号 595K12
袋装 1000 标签
白色",rótulo de se?alización para conductor,"rótulo de se?alización para conductor
 eléctrico
fabricante Labelident
n.? art. 595K12
unidad de embalaje 1000 etiqueta
blanco",placa de sinaliza??o para condutor,"placa de sinaliza??o para condutor
 elétrico
fabricante Labelident
número do artigo 595K12
unidade de embalagem 1000 rótulo
branco",ozna?ovací ?títek pro elektrick? vodi?,"ozna?ovací ?títek pro elektrick? vodi?
v?robce Labelident
?. polo?ky 595K12
obalová jednotka 1000 nálepka
bíl?",bi?n m? t? ?? v?t d?n ?i?n,"bi?n m? t? ?? v?t d?n ?i?n
nhà s?n xu?t Labelident
m? s? s?n ph?m 595K12
??n v? bao gói 1000 nh?n
tr?ng",BLOA,Buy,,,each,false,26 90 00 142,,,,,,10055030,false,Dangerous Good No / Hazardous Good No,K00130,,,,,,,,,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Altintepe, Muhammed",2023-03-24 01:28:07
3,LOST-80281-001,Standard Part,Separable,37,1,each,00.3 ,sign warning message W027,Released,,,,,,,,,,sign warning message W027,"sign warning message W027
manufacturer Labelident
art. no. W09-02
packed unit 100 label
material PES",Schild Warnhinweis W027,"Schild Warnhinweis W027
Hersteller Labelident
Art.-Nr. W09-02
Verpackungseinheit 100 Etikett
Material PES",标志 警告信息 W027,"标志 警告信息 W027
制造商 Labelident
产品编号 W09-02
袋装 100 标签
材料 聚酯",rótulo indicación de advertencia W027,"rótulo indicación de advertencia W027
fabricante Labelident
n.? art. W09-02
unidad de embalaje 100 etiqueta
material PES",placa mensagem de advertência W027,"placa mensagem de advertência W027
fabricante Labelident
número do artigo W09-02
unidade de embalagem 100 rótulo
material poliéster",?títek v?stra?n? pokyn W027,"?títek v?stra?n? pokyn W027
v?robce Labelident
?. polo?ky W09-02
obalová jednotka 100 nálepka
materiál PES",bi?n báo th?ng tin c?nh báo W027,"bi?n báo th?ng tin c?nh báo W027
nhà s?n xu?t Labelident
m? s? s?n ph?m W09-02
??n v? bao gói 100 nh?n
v?t li?u polyester",BLOA,Buy,,,each,false,26 90 00 155,,,,,,10055030,false,Dangerous Good No / Hazardous Good No,K00130,,,,,,,,,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Jadanowska, Magdalena",2023-04-25 08:21:41
3,LONT-88405-001,Standard Part,Separable,38,1,each,00.2 ,license Microsoft WIN 7,Released,,,,,,,,,,license Microsoft WIN 7,"license Microsoft WIN 7 
manufacturer Avnet EMG
order no. 70200016",Lizenz Microsoft WIN 7,"Lizenz Microsoft WIN 7 
Hersteller Avnet EMG
Bestell-Nr. 70200016",许可证 Microsoft WIN 7,"许可证 Microsoft WIN 7 
制造商 Avnet EMG
订单号 70200016",licencia Microsoft WIN 7,"licencia Microsoft WIN 7 
fabricante Avnet EMG
n.? de pedido 70200016",licen?a Microsoft WIN 7,"licen?a Microsoft WIN 7 
fabricante Avnet EMG
n.° de encomenda 70200016",licence Microsoft WIN 7,"licence Microsoft WIN 7 
v?robce Avnet EMG
obj. ?. 70200016",gi?y phép Microsoft WIN 7,"gi?y phép Microsoft WIN 7 
nhà s?n xu?t Avnet EMG
??n hàng s? 70200016",BLOA,Buy,,,each,false,97 90 00 015,,,,,,,false,Dangerous Good No / Hazardous Good No,,,,,,,,,,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Altintepe, Muhammed",2023-03-24 01:36:42
3,LOST-80178-001,Standard Part,Separable,39,2,each,00.2 ,label safety,Released,,,,,,,,,,label safety,"label safety
manufacturer Labelident
art. no. EBL063x047SF",Etikett Sicherheit,"Etikett Sicherheit
Hersteller Labelident
Art.-Nr. EBL063x047SF",标签 安全,"标签 安全
制造商 Labelident
产品编号 EBL063x047SF",etiqueta seguridad,"etiqueta seguridad
fabricante Labelident
n.? art. EBL063x047SF",rótulo seguran?a,"rótulo seguran?a
fabricante Labelident
número do artigo EBL063x047SF",nálepka bezpe?nost,"nálepka bezpe?nost
v?robce Labelident
?. polo?ky EBL063x047SF",nh?n s? an toàn,"nh?n s? an toàn
nhà s?n xu?t Labelident
m? s? s?n ph?m EBL063x047SF",BLOA,Buy,,,each,false,26 90 00 002,,,,,,10055030,false,Dangerous Good No / Hazardous Good No,K00130,,,,,,,,,63.5,46.6,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Altintepe, Muhammed",2023-03-24 01:52:08
3,LOMS-10456-001,Part,Separable,40,1,each,00.3 ,sticker for warning,Released,,,,,,,,,,sticker for warning,sticker for warning,Aufkleber für Warnung,Aufkleber für Warnung,贴纸   警告,贴纸   警告,etiqueta adhesiva para advertencia,etiqueta adhesiva para advertencia,etiqueta para ATEN??O,etiqueta para ATEN??O,nalepovací ?títek pro VAROV?N?,nalepovací ?títek pro VAROV?N?,nh?n dán ?? c?nh báo,nh?n dán ?? c?nh báo,BLOA,Buy,,,each,false,,,,,,,10055030,false,,,,,,,,,,,,,,,kg,Specified,,,M69 M2M LO BLOL,OP Optics (B8),"Berlinger, Mario",2020-11-12 12:19:57
4,LOST-80312-001,Standard Part,Separable,1,1,package,00.3 ,label DIN A4 arc,Released,,,,,,,,,,label DIN A4 arc,"label DIN A4 arc
manufacturer Labelident
art. no. EB-WE-210148
PES white
packed unit 200 label",Etikett DIN A4 Bogen,"Etikett DIN A4 Bogen
Hersteller Labelident
Art.-Nr. EB-WE-210148
PES weiss
Verpackungseinheit 200 Etikett",标签 德国标准化学会 A4 弧,"标签 德国标准化学会 A4 弧
制造商 Labelident
产品编号 EB-WE-210148
聚酯 白色
袋装 200 标签",etiqueta DIN A4 arco,"etiqueta DIN A4 arco
fabricante Labelident
n.? art. EB-WE-210148
PES blanco
unidad de embalaje 200 etiqueta",rótulo DIN A4 arco,"rótulo DIN A4 arco
fabricante Labelident
número do artigo EB-WE-210148
poliéster branco
unidade de embalagem 200 rótulo",nálepka DIN A4 oblouk,"nálepka DIN A4 oblouk
v?robce Labelident
?. polo?ky EB-WE-210148
PES bíl?
obalová jednotka 200 nálepka",nh?n DIN A4 ???ng vòng cung,"nh?n DIN A4 ???ng vòng cung
nhà s?n xu?t Labelident
m? s? s?n ph?m EB-WE-210148
polyester tr?ng
??n v? bao gói 200 nh?n",BLOA,Buy,,,package,false,26 90 00 186,,,,,,10055030,false,Dangerous Good No / Hazardous Good No,K00130,,,,,,,,,210,148,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Jadanowska, Magdalena",2023-04-25 08:21:41
3,LONT-81084-001,Standard Part,Separable,41,2,each,00.2 ,self-locking screw 90 galvanized 5x10,Released,,,,,,,,,,self-locking screw 90 galvanized 5x10,"self-locking screw 90 galvanized 5x10
manufacturer Schrauben-J?ger
art. no. 262398",Sperrzahnschraube 90 verzinkt 5x10,"Sperrzahnschraube 90 verzinkt 5x10
Hersteller Schrauben-J?ger
Art.-Nr. 262398",自锁螺钉 90 镀锌 5x10,"自锁螺钉 90 镀锌 5x10
制造商 Schrauben-J?ger
产品编号 262398",tornillo de cabeza hexagonal con valona,"tornillo de cabeza hexagonal con valona
 90 galvanizado 5x10
fabricante Schrauben-J?ger
n.? art. 262398",parafuso flang. sext. dentado 90,"parafuso flang. sext. dentado 90
 galvanizado 5x10
fabricante Schrauben-J?ger
número do artigo 262398",vroubkovan? pojistn? ?roub 90,"vroubkovan? pojistn? ?roub 90
 pozinkovan? 5x10
v?robce Schrauben-J?ger
?. polo?ky 262398",vi?t t?? kho?a 90 ???c m? k?m 5x10,"vi?t t?? kho?a 90 ???c m? k?m 5x10
nhà s?n xu?t Schrauben-J?ger
m? s? s?n ph?m 262398",BLOA,Buy,,,each,false,10 90 00 965,,,,,,23110000,false,Dangerous Good No / Hazardous Good No,K00552,,,,,,,,,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Altintepe, Muhammed",2023-03-24 02:05:57
3,LONT-81078-001,Standard Part,Separable,42,2,each,00.2 ,toothed lock washer spring lock washer,Released,,,,,,,,,,toothed lock washer spring lock washer,"toothed lock washer spring lock washer
 for M5
supplier RS Components
order no. 276-875
0.6 mm x 5.3 mm x 10 mm
steel
DIN 6797J",Zahnscheibe Federring für M5,"Zahnscheibe Federring für M5
Lieferant RS Components
Bestell-Nr. 276-875
0.6 mm x 5.3 mm x 10 mm
Stahl
DIN 6797J",齿形锁紧垫圈 弹簧锁紧垫圈   M5,"齿形锁紧垫圈 弹簧锁紧垫圈   M5
供应商 RS Components
订单号 276-875
0.6 mm x 5.3 mm x 10 mm
钢
DIN 6797J",arandela dentada arandela elástica para,"arandela dentada arandela elástica para
 M5
proveedor RS Components
n.? de pedido 276-875
0.6 mm x 5.3 mm x 10 mm
acero
DIN 6797J",arruela dentada arruela elástica para M5,"arruela dentada arruela elástica para M5
fornecedor RS Components
n.° de encomenda 276-875
0.6 mm x 5.3 mm x 10 mm
a?o
DIN 6797J",ozubená podlo?ka pérová podlo?ka pro M5,"ozubená podlo?ka pérová podlo?ka pro M5
dodavatel RS Components
obj. ?. 276-875
0.6 mm x 5.3 mm x 10 mm
ocel
DIN 6797J",vòng ??m h?m có r?ng vòng ??m h?m lò xo,"vòng ??m h?m có r?ng vòng ??m h?m lò xo
 ?? M5
nhà cung ?ng RS Components
??n hàng s? 276-875
0.6 mm x 5.3 mm x 10 mm
thép
DIN 6797J",BLOA,Buy,,,each,false,10 90 00 959,,,,,,23170210,false,Dangerous Good No / Hazardous Good No,K00301,,,,,,,,,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Altintepe, Muhammed",2023-03-28 06:04:08
3,LONT-82418-001,Standard Part,Separable,43,1,each,00.2 ,compression lug ring cable lug M5 blue,Released,,,,,,,,,,compression lug ring cable lug M5 blue,"compression lug ring cable lug M5 blue
manufacturer RS Components
order no. 534-575
insulated
PVC
contact material Cu",Presskabelschuh Ringkabelschuh M5 blau,"Presskabelschuh Ringkabelschuh M5 blau
Hersteller RS Components
Bestell-Nr. 534-575
isoliert
PVC
Kontakt Material Cu",压缩接线头 有眼电缆接线头 M5 蓝色,"压缩接线头 有眼电缆接线头 M5 蓝色
制造商 RS Components
订单号 534-575
绝缘的
聚乙烯
触点 材料 Cu",terminal a presión terminal de cable,"terminal a presión terminal de cable
 anular M5 azul
fabricante RS Components
n.? de pedido 534-575
aislado
PVC
contacto material Cu",terminal de cabo a compress?o terminal,"terminal de cabo a compress?o terminal
 olhal M5 azul
fabricante RS Components
n.° de encomenda 534-575
isolado
PVC
contato material Cu",lisovací kabelové oko kabelové oko M5,"lisovací kabelové oko kabelové oko M5
 modr?
v?robce RS Components
obj. ?. 534-575
izolovan?
PVC
kontakt materiál Cu",ch?t ngàm nén khí v?u cáp có khoen M5,"ch?t ngàm nén khí v?u cáp có khoen M5
 xanh
nhà s?n xu?t RS Components
??n hàng s? 534-575
???c cách li
nh?a PVC
v?t ti?p ?i?n v?t li?u Cu",BLOA,Buy,,,each,false,18 00 84 242,,,,,,27141145,false,Dangerous Good No / Hazardous Good No,K01110,,,,,,,,,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Altintepe, Muhammed",2023-03-24 01:13:03
